"cim10","c_type","cma","lib_long","libelle","parent","type"
T491,0,1,Intoxication par antiprurigineux,,T49,Pas de restriction particulière (valeur par défaut).
T492,0,1,Intoxication par astringents et détergents locaux,,T49,Pas de restriction particulière (valeur par défaut).
T493,0,1,"Intoxication par émollients, calmants et protecteurs",,T49,Pas de restriction particulière (valeur par défaut).
T494,0,1,"Intoxication par kératolytiques, kératoplastiques et autres médicaments et préparations capillaires",,T49,Pas de restriction particulière (valeur par défaut).
T495,0,1,Intoxication par médicaments et préparations ophtalmologiques,,T49,Pas de restriction particulière (valeur par défaut).
T496,0,1,Intoxication par médicaments et préparations utilisés en oto-rhino-laryngologie,,T49,Pas de restriction particulière (valeur par défaut).
T497,0,1,Intoxication par médicaments dentaires à usage topique,,T49,Pas de restriction particulière (valeur par défaut).
T498,0,1,Intoxication par autres topiques,,T49,Pas de restriction particulière (valeur par défaut).
T499,0,1,"Intoxication par topique, sans précision",,T49,Pas de restriction particulière (valeur par défaut).
T50,3,0,"Intoxication par diurétiques et médicaments et substances biologiques, autres et sans précision",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T500,0,1,Intoxication par minéralocorticoïdes et leurs antagonistes,,T50,Pas de restriction particulière (valeur par défaut).
T501,0,1,Intoxication par diurétiques de l anse,,T50,Pas de restriction particulière (valeur par défaut).
T502,0,1,"Intoxication par inhibiteurs de l anhydrase carbonique, benzothiadiazides et autres diurétiques",,T50,Pas de restriction particulière (valeur par défaut).
T503,0,1,"Intoxication par produits agissant sur l équilibre électrolytique, calorique et hydrique",,T50,Pas de restriction particulière (valeur par défaut).
T504,0,1,Intoxication par médicaments agissant sur le métabolisme de l acide urique,,T50,Pas de restriction particulière (valeur par défaut).
T505,0,1,Intoxication par anorexigènes,,T50,Pas de restriction particulière (valeur par défaut).
T506,0,1,"Intoxication par antidotes et chélateurs, non classés ailleurs",,T50,Pas de restriction particulière (valeur par défaut).
T507,0,1,Intoxication par analeptiques et antagonistes des opiacés,,T50,Pas de restriction particulière (valeur par défaut).
T508,0,1,Intoxication par agents de diagnostic,,T50,Pas de restriction particulière (valeur par défaut).
T509,0,1,"Intoxication par médicaments et substances biologiques, autres et sans précision",,T50,Pas de restriction particulière (valeur par défaut).
T51,3,0,Effet toxique de l alcool,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T510,0,1,Effet toxique de l éthanol,,T51,Pas de restriction particulière (valeur par défaut).
T511,0,1,Effet toxique du méthanol,,T51,Pas de restriction particulière (valeur par défaut).
T512,0,1,Effet toxique du 2-Propanol,,T51,Pas de restriction particulière (valeur par défaut).
T513,0,1,Effet toxique de l huile de fusel,,T51,Pas de restriction particulière (valeur par défaut).
T518,0,1,Effet toxique d autres alcools,,T51,Pas de restriction particulière (valeur par défaut).
T519,0,1,"Effet toxique de l alcool, sans précision",,T51,Pas de restriction particulière (valeur par défaut).
T52,3,0,Effet toxique de solvants organiques,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T520,0,1,Effet toxique de produits dérivés du pétrole,,T52,Pas de restriction particulière (valeur par défaut).
T521,0,1,Effet toxique du benzène,,T52,Pas de restriction particulière (valeur par défaut).
T522,0,1,Effet toxique d homologues du benzène,,T52,Pas de restriction particulière (valeur par défaut).
T523,0,1,Effet toxique des glycols,,T52,Pas de restriction particulière (valeur par défaut).
T524,0,1,Effet toxique des cétones,,T52,Pas de restriction particulière (valeur par défaut).
T528,0,1,Effet toxique d autres solvants organiques,,T52,Pas de restriction particulière (valeur par défaut).
T529,0,1,"Effet toxique d un solvant organique, sans précision",,T52,Pas de restriction particulière (valeur par défaut).
T53,3,0,Effet toxique de dérivés halogénés d hydrocarbures aliphatiques et aromatiques,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T530,0,1,Effet toxique du tétrachlorure de carbone,,T53,Pas de restriction particulière (valeur par défaut).
T531,0,1,Effet toxique du chloroforme,,T53,Pas de restriction particulière (valeur par défaut).
T532,0,1,Effet toxique du trichloréthylène,,T53,Pas de restriction particulière (valeur par défaut).
T533,0,1,Effet toxique du tétrachloréthylène,,T53,Pas de restriction particulière (valeur par défaut).
T534,0,1,Effet toxique du dichlorométhane,,T53,Pas de restriction particulière (valeur par défaut).
T535,0,1,Effet toxique des chlorofluorocarbures,,T53,Pas de restriction particulière (valeur par défaut).
T536,0,1,Effet toxique d autres dérivés halogénés d hydrocarbures aliphatiques,,T53,Pas de restriction particulière (valeur par défaut).
T537,0,1,Effet toxique d autres dérivés halogénés d hydrocarbures aromatiques,,T53,Pas de restriction particulière (valeur par défaut).
T539,0,1,"Effet toxique d un dérivé halogéné d hydrocarbures aliphatiques et aromatiques, sans précision",,T53,Pas de restriction particulière (valeur par défaut).
T54,3,0,Effet toxique de substances corrosives,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T540,0,3,Effet toxique du phénol et homologues du phénol,,T54,Pas de restriction particulière (valeur par défaut).
T541,0,3,Effet toxique d autres composés organiques corrosifs,,T54,Pas de restriction particulière (valeur par défaut).
T542,0,3,Effet toxique d acides corrosifs et substances similaires,,T54,Pas de restriction particulière (valeur par défaut).
T543,0,3,Effet toxique d alcalis corrosifs et substances similaires,,T54,Pas de restriction particulière (valeur par défaut).
T549,0,3,"Effet toxique d une substance corrosive, sans précision",,T54,Pas de restriction particulière (valeur par défaut).
T55,0,2,Effet toxique de savons et détergents,,,Pas de restriction particulière (valeur par défaut).
T56,3,0,Effet toxique des métaux,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T560,0,1,Effet toxique du plomb et ses composés,,T56,Pas de restriction particulière (valeur par défaut).
T561,0,1,Effet toxique du mercure et ses composés,,T56,Pas de restriction particulière (valeur par défaut).
T562,0,1,Effet toxique du chrome et ses composés,,T56,Pas de restriction particulière (valeur par défaut).
T563,0,1,Effet toxique du cadmium et ses composés,,T56,Pas de restriction particulière (valeur par défaut).
T564,0,1,Effet toxique du cuivre et ses composés,,T56,Pas de restriction particulière (valeur par défaut).
T565,0,1,Effet toxique du zinc et ses composés,,T56,Pas de restriction particulière (valeur par défaut).
T566,0,1,Effet toxique de l étain et ses composés,,T56,Pas de restriction particulière (valeur par défaut).
T567,0,1,Effet toxique du béryllium et ses composés,,T56,Pas de restriction particulière (valeur par défaut).
T568,0,1,Effet toxique d autres métaux,,T56,Pas de restriction particulière (valeur par défaut).
T569,0,1,"Effet toxique d un métal, sans précision",,T56,Pas de restriction particulière (valeur par défaut).
T57,3,0,Effet toxique d autres substances non organiques,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T570,0,1,Effet toxique de l arsenic et ses composés,,T57,Pas de restriction particulière (valeur par défaut).
T571,0,1,Effet toxique du phosphore et ses composés,,T57,Pas de restriction particulière (valeur par défaut).
T572,0,1,Effet toxique du manganèse et ses composés,,T57,Pas de restriction particulière (valeur par défaut).
T573,0,1,Effet toxique du cyanure d hydrogène,,T57,Pas de restriction particulière (valeur par défaut).
T578,0,1,Effet toxique d autres substances non organiques précisées,,T57,Pas de restriction particulière (valeur par défaut).
T579,0,1,"Effet toxique d une substance non organique, sans précision",,T57,Pas de restriction particulière (valeur par défaut).
T58,0,1,Effet toxique du monoxyde de carbone,,,Pas de restriction particulière (valeur par défaut).
T59,3,0,"Effets toxiques d autres émanations, gaz et fumées",,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T590,0,1,Effet toxique d oxydes d azote,,T59,Pas de restriction particulière (valeur par défaut).
T591,0,1,Effet toxique du dioxyde de soufre,,T59,Pas de restriction particulière (valeur par défaut).
T592,0,1,Effet toxique du formaldéhyde,,T59,Pas de restriction particulière (valeur par défaut).
T593,0,1,Effet toxique de gaz lacrymogène,,T59,Pas de restriction particulière (valeur par défaut).
T594,0,1,Effet toxique du chlore gazeux,,T59,Pas de restriction particulière (valeur par défaut).
T595,0,1,Effet toxique du fluor (gaz) et fluorure d hydrogène,,T59,Pas de restriction particulière (valeur par défaut).
T596,0,1,Effet toxique du sulfure d hydrogène,,T59,Pas de restriction particulière (valeur par défaut).
T597,0,1,Effet toxique du dioxyde de carbone,,T59,Pas de restriction particulière (valeur par défaut).
T598,0,1,"Effet toxique d autres émanations, gaz et fumées précisés",,T59,Pas de restriction particulière (valeur par défaut).
T599,0,1,"Effet toxique d émanation, gaz et fumée, sans précision",,T59,Pas de restriction particulière (valeur par défaut).
T60,3,0,Effet toxique de pesticides,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T600,0,1,Effet toxique d insecticides organo-phosphorés et carbamates,,T60,Pas de restriction particulière (valeur par défaut).
T601,0,1,Effet toxique d insecticides halogénés,,T60,Pas de restriction particulière (valeur par défaut).
T602,0,1,Effet toxique d autres insecticides,,T60,Pas de restriction particulière (valeur par défaut).
T603,0,1,Effet toxique d herbicides et fongicides,,T60,Pas de restriction particulière (valeur par défaut).
T604,0,1,Effet toxique de rodenticides,,T60,Pas de restriction particulière (valeur par défaut).
T608,0,1,Effet toxique d autres pesticides,,T60,Pas de restriction particulière (valeur par défaut).
T609,0,1,"Effet toxique d un pesticide, sans précision",,T60,Pas de restriction particulière (valeur par défaut).
T61,3,0,Effet toxique de substances nocives absorbées par le biais de fruits de mer,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T610,0,1,Effet toxique de ciguatera,,T61,Pas de restriction particulière (valeur par défaut).
T611,0,1,Intoxication par poissons scombridés,,T61,Pas de restriction particulière (valeur par défaut).
T612,0,1,Autres intoxications par poissons et coquillages,,T61,Pas de restriction particulière (valeur par défaut).
T618,0,1,Effet toxique d autres fruits de mer,,T61,Pas de restriction particulière (valeur par défaut).
T619,0,1,Effet toxique d un fruit de mer non précisé,,T61,Pas de restriction particulière (valeur par défaut).
T62,3,0,Effet toxique d autres substances nocives absorbées par le biais d aliments,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
T620,0,1,Effet toxique de champignons ingérés,,T62,Pas de restriction particulière (valeur par défaut).
T621,0,1,Effet toxique de baies ingérées,,T62,Pas de restriction particulière (valeur par défaut).
T622,0,1,Effet toxique d autres (parties de) plantes ingérées,,T62,Pas de restriction particulière (valeur par défaut).
